City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Kanpur,2020-10-15,82.29,6.68,44.64,28.89,7.07,0.46485714285714286,50.72,82.0,Satisfactory
Kanpur,2020-10-16,93.22,12.88,48.46,35.78,7.9,0.46471428571428575,76.79,93.0,Satisfactory
Kanpur,2020-10-17,103.68,23.79,78.31,60.65,7.46,0.4645714285714286,78.26,104.0,Moderate
Kanpur,2020-10-18,128.29,11.66,100.05,62.65,10.34,0.4644285714285714,63.47,128.0,Moderate
Kanpur,2020-10-19,122.6,14.11,83.42,54.52,7.47,0.4642857142857143,67.23,123.0,Moderate
Kanpur,2020-10-20,102.57,18.14,77.19,54.77,6.48,0.46414285714285713,71.42,103.0,Moderate
Kanpur,2020-10-21,90.34,29.44,104.59,78.59,7.55,0.464,67.43,105.0,Moderate
Kanpur,2020-10-22,125.52,24.44,119.69,83.49,7.83,0.46385714285714286,62.04,126.0,Moderate
Kanpur,2020-10-23,106.26,17.5,100.82,67.8,7.57,0.46371428571428575,63.09,106.0,Moderate
Kanpur,2020-10-24,117.37,36.74,124.66,95.94,9.88,0.4635714285714286,60.11,125.0,Moderate
Kanpur,2020-10-25,128.06,29.92,137.99,97.14,8.01,0.4634285714285714,60.97,138.0,Moderate
Kanpur,2020-10-26,123.02,39.0,154.67,113.91,9.31,0.4632857142857143,57.49,155.0,Moderate
Kanpur,2020-10-27,138.0,39.75,162.99,116.85,8.28,0.46314285714285713,51.52,163.0,Moderate
Kanpur,2020-10-28,135.5,43.72,150.45,123.65,10.23,0.463,49.94,150.0,Moderate
Kanpur,2020-10-29,140.71,34.95,138.76,102.18,7.96,0.46285714285714286,51.42,141.0,Moderate
Kanpur,2020-10-30,107.54,15.54,122.3,84.93,7.93,0.46271428571428574,56.85,122.0,Moderate
Kanpur,2020-10-31,133.92,4.51,78.06,45.11,6.82,0.4625714285714286,64.09,134.0,Moderate
Kanpur,2020-11-01,202.71,3.7,67.52,38.86,7.04,0.4624285714285714,76.65,203.0,Poor
Kanpur,2020-11-02,166.96,4.03,111.52,62.39,6.17,0.4622857142857143,69.76,167.0,Moderate
Kanpur,2020-11-03,163.07,43.94,137.23,108.04,19.68,0.46214285714285713,65.01,163.0,Moderate
Kanpur,2020-11-04,229.06,143.47,170.95,204.52,52.58,0.462,27.5,229.0,Poor
Kanpur,2020-11-05,257.09,89.76,167.51,162.07,57.33,0.46185714285714285,27.23,257.0,Poor
Kanpur,2020-11-06,315.68,123.11,186.57,182.76,55.12,0.46171428571428574,27.09,316.0,Very Poor
Kanpur,2020-11-07,304.71,94.65,184.46,138.7,28.03,0.4615714285714286,26.04,305.0,Very Poor
Kanpur,2020-11-08,284.62,116.91,166.73,164.88,21.41,0.4614285714285714,36.22,285.0,Poor
Kanpur,2020-11-09,261.6,86.28,161.58,155.51,17.51,0.4612857142857143,30.74,262.0,Poor
Kanpur,2020-11-10,310.13,138.6,154.15,184.81,21.09,0.46114285714285713,22.37,310.0,Very Poor
Kanpur,2020-11-11,180.21,107.85,133.53,157.31,17.37,0.461,23.24,180.0,Moderate
Kanpur,2020-11-12,149.38,21.53,116.42,79.44,16.05,0.46085714285714285,31.3,149.0,Moderate
Kanpur,2020-11-13,126.78,21.82,105.56,73.83,13.2,0.46071428571428574,39.7,127.0,Moderate
Kanpur,2020-11-14,168.92,28.47,111.8,80.21,21.8,0.4605714285714286,39.33,169.0,Moderate
Kanpur,2020-11-15,182.77,6.56,71.36,43.24,22.11,0.4604285714285714,51.22,183.0,Moderate
Kanpur,2020-11-16,52.24,13.41,61.35,43.54,7.25,0.4602857142857143,39.7,61.0,Satisfactory
Kanpur,2020-11-17,54.54,20.69,132.85,90.07,7.13,0.46014285714285713,31.29,133.0,Moderate
Kanpur,2020-11-18,91.63,12.95,113.6,70.77,8.77,0.46,35.99,114.0,Moderate
Kanpur,2020-11-19,113.27,26.36,69.91,58.59,8.29,0.45985714285714285,32.88,113.0,Moderate
Kanpur,2020-11-20,117.59,26.28,78.46,63.11,10.29,0.45971428571428574,51.92,118.0,Moderate
Kanpur,2020-11-21,95.63,8.85,74.38,46.76,9.18,0.4595714285714286,51.54,96.0,Satisfactory
Kanpur,2020-11-22,117.68,11.3,84.72,54.25,23.77,0.4594285714285714,43.06,118.0,Moderate
Kanpur,2020-11-23,167.81,63.87,125.84,118.87,43.59,0.4592857142857143,28.21,168.0,Moderate
Kanpur,2020-11-24,215.99,107.47,134.19,157.48,18.07,0.45914285714285713,30.82,216.0,Poor
Kanpur,2020-11-25,264.43,35.05,125.55,95.28,20.12,0.459,38.16,264.0,Poor
Kanpur,2020-11-26,228.82,48.84,114.97,100.87,16.67,0.45885714285714285,40.24,229.0,Poor
Kanpur,2020-11-27,124.09,45.6,87.62,83.68,16.33,0.45871428571428574,27.7,124.0,Moderate
Kanpur,2020-11-28,152.96,74.23,101.56,114.38,23.51,0.4585714285714286,27.07,153.0,Moderate
Kanpur,2020-11-29,172.56,37.09,116.06,91.88,23.62,0.4584285714285714,33.71,173.0,Moderate
Kanpur,2020-11-30,167.05,27.53,119.55,85.94,15.78,0.4582857142857143,40.79,167.0,Moderate
Kanpur,2020-12-01,265.02,133.12,160.42,186.18,37.32,0.45814285714285713,30.12,265.0,Poor
Kanpur,2020-12-02,280.66,83.93,151.94,149.05,24.7,0.458,28.4,281.0,Poor
Kanpur,2020-12-03,343.78,107.47,166.95,161.98,48.73,0.45785714285714285,27.04,344.0,Very Poor
Kanpur,2020-12-04,383.18,118.51,179.08,191.61,31.22,0.45771428571428574,24.7,383.0,Very Poor
Kanpur,2020-12-05,300.83,96.74,146.84,115.55,22.62,0.4575714285714286,24.47,301.0,Very Poor
Kanpur,2020-12-06,257.46,120.47,143.12,164.26,28.26,0.4574285714285714,29.22,257.0,Poor
Kanpur,2020-12-07,244.06,103.32,152.51,155.51,29.13,0.4572857142857143,20.12,244.0,Poor
Kanpur,2020-12-08,293.35,133.51,151.84,189.31,26.35,0.45714285714285713,22.62,293.0,Poor
Kanpur,2020-12-09,274.86,145.19,143.46,202.02,24.79,0.457,21.73,275.0,Poor
Kanpur,2020-12-10,318.16,124.07,144.37,177.67,24.84,0.45685714285714285,23.27,318.0,Very Poor
Kanpur,2020-12-11,262.03,33.14,109.15,85.0,21.97,0.45671428571428574,15.81,262.0,Poor
Kanpur,2020-12-12,193.04,38.88,95.0,82.14,18.09,0.4565714285714286,20.47,193.0,Moderate
Kanpur,2020-12-13,101.52,12.81,66.87,45.93,11.93,0.4564285714285714,29.96,102.0,Moderate
Kanpur,2020-12-14,101.27,23.25,64.37,53.14,12.32,0.4562857142857143,31.56,101.0,Moderate
Kanpur,2020-12-15,116.5,21.43,62.18,50.5,12.79,0.4561428571428571,35.98,116.0,Moderate
Kanpur,2020-12-16,135.83,24.43,62.12,52.91,13.15,0.456,39.07,136.0,Moderate
Kanpur,2020-12-17,90.51,7.83,54.41,35.26,13.72,0.45585714285714285,45.54,91.0,Satisfactory
Kanpur,2020-12-18,139.67,23.82,75.16,59.33,15.69,0.45571428571428574,38.6,140.0,Moderate
Kanpur,2020-12-19,208.07,86.64,97.97,108.41,22.21,0.45557142857142857,35.66,208.0,Poor
Kanpur,2020-12-20,292.97,32.32,110.26,84.9,19.94,0.45542857142857146,26.4,293.0,Poor
Kanpur,2020-12-21,393.85,108.18,115.71,149.51,18.04,0.4552857142857143,28.09,394.0,Very Poor
Kanpur,2020-12-22,375.32,153.96,134.51,196.18,33.09,0.4551428571428572,22.46,375.0,Very Poor
Kanpur,2020-12-23,303.43,116.42,128.6,159.7,35.01,0.455,24.48,303.0,Very Poor
Kanpur,2020-12-24,266.02,76.36,139.29,136.14,19.02,0.45485714285714285,26.62,266.0,Poor
Kanpur,2020-12-25,151.4,21.65,98.56,70.02,17.63,0.45471428571428574,39.93,151.0,Moderate
Kanpur,2020-12-26,225.31,107.55,112.91,147.49,23.06,0.45457142857142857,36.94,225.0,Poor
Kanpur,2020-12-27,358.11,121.02,144.97,175.49,40.61,0.45442857142857146,28.55,358.0,Very Poor
Kanpur,2020-12-28,184.98,20.49,75.03,56.54,17.96,0.4542857142857143,44.01,185.0,Moderate
Kanpur,2020-12-29,138.51,23.64,79.36,61.4,16.46,0.4541428571428572,30.14,139.0,Moderate
Kanpur,2020-12-30,143.47,12.07,72.97,48.62,15.43,0.454,39.15,143.0,Moderate
Kanpur,2020-12-31,185.12,53.01,74.06,82.38,13.02,0.45385714285714285,26.53,185.0,Moderate
Kanpur,2021-01-01,279.69,95.99,99.95,111.66,17.67,0.45371428571428574,25.02,280.0,Poor
Kanpur,2021-01-02,290.14,79.44,116.55,126.55,17.64,0.45357142857142857,29.95,290.0,Poor
Kanpur,2021-01-03,232.73,35.38,106.25,85.23,19.71,0.45342857142857146,28.01,233.0,Poor
Kanpur,2021-01-04,265.67,32.75,98.35,78.94,20.42,0.4532857142857143,17.61,266.0,Poor
Kanpur,2021-01-05,230.43,47.74,99.93,91.96,19.27,0.4531428571428572,27.26,230.0,Poor
Kanpur,2021-01-06,123.11,19.4,102.39,70.26,19.3,0.453,35.04,123.0,Moderate
Kanpur,2021-01-07,102.21,11.12,66.17,44.2,13.28,0.45285714285714285,26.94,102.0,Moderate
Kanpur,2021-01-08,158.26,13.09,57.23,41.03,14.38,0.45271428571428574,26.48,158.0,Moderate
Kanpur,2021-01-09,148.05,13.73,72.44,49.65,35.3,0.45257142857142857,22.65,148.0,Moderate
Kanpur,2021-01-10,133.24,5.17,49.15,30.29,16.74,0.45242857142857146,36.04,133.0,Moderate
Kanpur,2021-01-11,117.23,20.02,52.24,44.07,14.01,0.4522857142857143,41.43,117.0,Moderate
Kanpur,2021-01-12,211.93,14.07,63.85,45.4,19.88,0.4521428571428572,26.67,212.0,Poor
Kanpur,2021-01-13,274.17,18.8,70.04,52.54,26.23,0.452,26.25,274.0,Poor
Kanpur,2021-01-14,257.02,29.0,81.64,67.0,22.75,0.45185714285714285,22.88,257.0,Poor
Kanpur,2021-01-15,340.18,103.51,104.85,139.97,25.14,0.45171428571428573,23.26,340.0,Very Poor
Kanpur,2021-01-16,369.18,112.62,114.24,152.33,32.05,0.45157142857142857,20.77,369.0,Very Poor
Kanpur,2021-01-17,198.33,12.43,63.99,44.14,14.42,0.45142857142857146,26.72,198.0,Moderate
Kanpur,2021-01-18,252.85,32.72,82.52,70.49,16.81,0.4512857142857143,21.3,253.0,Poor
Kanpur,2021-01-19,262.17,25.15,88.66,67.61,16.97,0.4511428571428572,24.42,262.0,Poor
Kanpur,2021-01-20,193.09,18.33,77.82,56.19,15.13,0.451,31.18,193.0,Moderate
Kanpur,2021-01-21,154.96,45.15,73.73,75.82,20.69,0.45085714285714285,48.26,155.0,Moderate
Kanpur,2021-01-22,197.55,21.1,57.65,47.81,14.35,0.45071428571428573,28.27,198.0,Moderate
Kanpur,2021-01-23,170.12,29.24,58.61,54.34,14.34,0.45057142857142857,42.6,170.0,Moderate
Kanpur,2021-01-24,167.66,8.42,53.74,35.18,12.04,0.45042857142857146,34.92,168.0,Moderate
Kanpur,2021-01-25,175.18,28.57,59.29,54.67,13.36,0.4502857142857143,26.53,175.0,Moderate
Kanpur,2021-01-26,145.82,13.45,58.08,41.82,14.29,0.4501428571428572,24.27,146.0,Moderate
Kanpur,2021-01-27,214.79,34.14,83.59,72.17,23.48,0.45,17.68,215.0,Poor
Kanpur,2021-01-28,194.15,18.03,70.43,52.13,13.17,0.44760273972602743,18.67,194.0,Moderate
Kanpur,2021-01-29,169.31,16.32,66.04,48.35,19.79,0.4452054794520548,29.47,169.0,Moderate
Kanpur,2021-01-30,190.41,45.79,103.83,91.55,32.34,0.4428082191780822,30.52,190.0,Moderate
Kanpur,2021-01-31,242.86,79.29,120.96,128.79,42.84,0.4404109589041096,29.83,243.0,Poor
Kanpur,2021-02-01,269.36,49.43,126.73,86.13,25.85,0.438013698630137,29.55,269.0,Poor
Kanpur,2021-02-02,295.49,216.83,145.6,245.09,34.15,0.43561643835616437,27.07,295.0,Poor
Kanpur,2021-02-03,125.98,28.16,97.34,73.65,19.51,0.4332191780821918,38.02,126.0,Moderate
Kanpur,2021-02-04,106.27,23.61,74.96,61.85,21.57,0.4308219178082192,36.74,106.0,Moderate
Kanpur,2021-02-05,91.04,22.65,65.46,62.47,17.33,0.4284246575342466,30.5,91.0,Satisfactory
Kanpur,2021-02-06,75.95,8.67,60.48,39.21,14.56,0.426027397260274,32.27,76.0,Satisfactory
Kanpur,2021-02-07,103.43,33.47,69.2,63.98,24.16,0.42363013698630136,37.37,103.0,Moderate
Kanpur,2021-02-08,154.14,18.28,92.11,66.59,42.15,0.4212328767123288,34.56,154.0,Moderate
Kanpur,2021-02-09,165.86,71.69,107.36,106.48,34.51,0.4188356164383562,42.75,166.0,Moderate
Kanpur,2021-02-10,227.49,76.57,111.75,121.69,29.74,0.41643835616438357,33.07,227.0,Poor
Kanpur,2021-02-11,162.01,64.12,92.76,101.47,17.9,0.414041095890411,41.08,162.0,Moderate
Kanpur,2021-02-12,167.58,52.69,103.57,97.93,18.43,0.41164383561643836,32.89,168.0,Moderate
Kanpur,2021-02-13,165.15,40.17,102.77,87.31,32.09,0.4092465753424658,38.2,165.0,Moderate
Kanpur,2021-02-14,155.72,56.51,96.37,97.2,22.52,0.40684931506849314,40.32,156.0,Moderate
Kanpur,2021-02-15,143.51,94.29,121.07,141.05,22.14,0.40445205479452057,35.68,144.0,Moderate
Kanpur,2021-02-16,120.63,35.27,96.76,80.14,18.63,0.40205479452054793,32.01,121.0,Moderate
Kanpur,2021-02-17,99.28,96.82,97.88,130.77,22.51,0.39965753424657535,32.12,131.0,Moderate
Kanpur,2021-02-18,117.98,55.29,102.12,99.34,18.35,0.3972602739726028,35.2,118.0,Moderate
Kanpur,2021-02-19,114.78,19.84,92.27,65.2,14.71,0.39486301369863014,33.1,115.0,Moderate
Kanpur,2021-02-20,110.14,30.27,95.09,75.12,16.2,0.39246575342465756,44.67,110.0,Moderate
Kanpur,2021-02-21,93.45,22.18,80.99,61.06,20.79,0.3900684931506849,44.95,93.0,Satisfactory
Kanpur,2021-02-22,115.3,30.02,90.42,72.51,40.7,0.38767123287671235,38.98,115.0,Moderate
Kanpur,2021-02-23,105.55,101.94,102.72,136.22,47.22,0.38527397260273977,35.13,136.0,Moderate
Kanpur,2021-02-24,98.52,40.51,116.06,104.95,49.86,0.38287671232876713,31.2,116.0,Moderate
Kanpur,2021-02-25,77.25,14.28,94.23,61.72,38.36,0.38047945205479455,39.31,94.0,Satisfactory
Kanpur,2021-02-26,57.0,23.86,74.25,58.91,31.31,0.3780821917808219,44.19,74.0,Satisfactory
Kanpur,2021-02-27,74.45,14.56,80.86,54.84,23.7,0.37568493150684934,31.93,81.0,Satisfactory
Kanpur,2021-02-28,58.17,9.0,69.03,43.82,19.31,0.37328767123287676,43.69,69.0,Satisfactory
Kanpur,2021-03-01,57.88,27.46,62.46,55.51,25.55,0.3708904109589041,46.04,62.0,Satisfactory
Kanpur,2021-03-02,48.85,5.53,48.77,30.43,19.06,0.36849315068493155,63.58,64.0,Satisfactory
Kanpur,2021-03-03,72.87,35.08,83.81,73.02,30.11,0.3660958904109589,49.08,84.0,Satisfactory
Kanpur,2021-03-04,121.8,85.07,116.87,139.42,31.51,0.36369863013698633,30.44,139.0,Moderate
Kanpur,2021-03-05,90.21,12.5,79.69,52.49,39.03,0.36130136986301375,44.02,90.0,Satisfactory
Kanpur,2021-03-06,85.11,52.26,82.93,86.55,27.8,0.3589041095890411,42.1,87.0,Satisfactory
Kanpur,2021-03-07,126.0,35.16,84.91,73.75,24.95,0.3565068493150685,43.32,126.0,Moderate
Kanpur,2021-03-08,94.41,5.89,65.4,39.57,24.68,0.3541095890410959,63.01,94.0,Satisfactory
Kanpur,2021-03-09,119.73,13.71,74.56,50.56,23.48,0.35171232876712333,53.82,120.0,Moderate
Kanpur,2021-03-10,110.97,13.48,82.98,55.09,32.31,0.3493150684931507,44.17,111.0,Moderate
Kanpur,2021-03-11,100.35,12.11,83.25,54.11,20.44,0.3469178082191781,27.13,100.0,Satisfactory
Kanpur,2021-03-12,86.13,21.45,74.23,56.9,32.25,0.3445205479452055,27.97,86.0,Satisfactory
Kanpur,2021-03-13,53.78,40.19,65.99,67.78,25.86,0.3421232876712329,38.84,68.0,Satisfactory
Kanpur,2021-03-14,87.5,31.24,86.92,71.64,38.16,0.3397260273972603,33.29,88.0,Satisfactory
Kanpur,2021-03-15,86.01,37.31,93.64,80.18,31.66,0.3373287671232877,34.06,94.0,Satisfactory
Kanpur,2021-03-16,93.02,21.99,89.95,89.37,24.13,0.3349315068493151,38.48,93.0,Satisfactory
Kanpur,2021-03-17,127.45,64.14,95.16,111.87,44.24,0.3325342465753425,27.44,127.0,Moderate
Kanpur,2021-03-18,129.51,47.85,104.1,107.92,40.26,0.3301369863013699,32.47,130.0,Moderate
Kanpur,2021-03-19,96.63,24.94,84.96,73.14,29.16,0.3277397260273973,36.82,97.0,Satisfactory
Kanpur,2021-03-20,62.61,42.11,71.32,72.17,23.93,0.3253424657534247,40.91,72.0,Satisfactory
Kanpur,2021-03-21,111.42,42.53,97.27,86.3,24.6,0.32294520547945205,34.46,111.0,Moderate
Kanpur,2021-03-22,63.34,21.25,70.48,54.76,22.71,0.32054794520547947,40.03,70.0,Satisfactory
Kanpur,2021-03-23,38.89,23.13,51.24,45.92,16.28,0.3181506849315069,47.24,51.0,Satisfactory
Kanpur,2021-03-24,33.13,19.03,48.47,41.2,16.14,0.3157534246575343,40.32,48.0,Good
Kanpur,2021-03-25,45.65,20.89,45.32,41.0,16.54,0.3133561643835617,44.18,46.0,Good
Kanpur,2021-03-26,46.7,35.39,63.95,62.79,21.19,0.31095890410958904,42.46,64.0,Satisfactory
Kanpur,2021-03-27,99.56,38.34,90.69,79.36,39.3,0.30856164383561646,37.96,100.0,Satisfactory
Kanpur,2021-03-28,86.34,25.0,92.69,69.62,26.29,0.3061643835616439,45.7,93.0,Satisfactory
Kanpur,2021-03-29,112.77,47.01,75.0,77.95,19.47,0.3037671232876713,42.64,113.0,Moderate
Kanpur,2021-03-30,66.09,21.76,60.55,49.74,13.99,0.30136986301369867,34.82,66.0,Satisfactory
Kanpur,2021-03-31,45.19,22.78,44.64,41.64,17.82,0.29897260273972603,56.72,57.0,Satisfactory
Kanpur,2021-04-01,31.68,23.48,60.2,51.11,16.27,0.29657534246575346,51.43,60.0,Satisfactory
Kanpur,2021-04-02,37.96,26.44,59.92,62.05,15.53,0.2941780821917809,52.13,62.0,Satisfactory
Kanpur,2021-04-03,36.3,38.66,68.51,63.79,20.43,0.29178082191780824,48.88,69.0,Satisfactory
Kanpur,2021-04-04,48.98,36.52,79.61,72.01,18.2,0.2893835616438356,49.88,80.0,Satisfactory
Kanpur,2021-04-05,82.64,33.29,117.14,85.79,34.03,0.28698630136986303,44.7,117.0,Moderate
Kanpur,2021-04-06,72.25,18.84,76.66,56.01,25.03,0.28458904109589045,66.93,77.0,Satisfactory
Kanpur,2021-04-07,68.52,9.63,65.88,42.82,20.76,0.28219178082191787,63.47,69.0,Satisfactory
Kanpur,2021-04-08,72.2,18.66,60.95,47.53,18.54,0.27979452054794524,55.83,72.0,Satisfactory
Kanpur,2021-04-09,44.39,15.2,65.19,46.95,17.18,0.2773972602739726,52.65,65.0,Satisfactory
Kanpur,2021-04-10,35.23,27.09,65.63,56.86,14.62,0.275,42.01,66.0,Satisfactory
Kanpur,2021-04-11,63.29,27.78,89.24,70.06,30.33,0.27260273972602744,36.08,89.0,Satisfactory
Kanpur,2021-04-12,43.49,35.25,85.24,73.94,24.04,0.27020547945205486,41.0,85.0,Satisfactory
Kanpur,2021-04-13,89.59,43.2,116.63,97.14,21.78,0.26780821917808223,34.45,117.0,Moderate
Kanpur,2021-04-14,64.99,29.82,92.41,73.34,24.77,0.2654109589041096,38.32,92.0,Satisfactory
Kanpur,2021-04-15,77.92,51.21,75.07,81.48,33.22,0.263013698630137,44.98,81.0,Satisfactory
Kanpur,2021-04-16,91.9,49.76,95.35,80.86,42.09,0.26061643835616444,40.44,95.0,Satisfactory
Kanpur,2021-04-17,44.85,8.56,43.79,38.85,15.29,0.2582191780821918,44.13,45.0,Good
Kanpur,2021-04-18,49.9,3.85,42.46,25.71,16.02,0.2558219178082192,52.25,52.0,Satisfactory
Kanpur,2021-04-19,53.86,17.93,69.64,63.24,29.67,0.2534246575342466,47.44,70.0,Satisfactory
Kanpur,2021-04-20,91.65,18.26,95.25,74.47,40.64,0.251027397260274,47.19,95.0,Satisfactory
Kanpur,2021-04-21,56.51,9.17,41.01,38.38,19.31,0.2486301369863014,57.99,58.0,Satisfactory
Kanpur,2021-04-22,31.14,4.96,46.01,28.39,15.8,0.2462328767123288,63.17,63.0,Satisfactory
Kanpur,2021-04-23,47.73,29.07,62.05,56.59,17.71,0.2438356164383562,64.13,64.0,Satisfactory
Kanpur,2021-04-24,43.04,3.93,31.98,20.12,16.61,0.2414383561643836,66.01,66.0,Satisfactory
Kanpur,2021-04-25,34.28,4.08,41.16,25.17,17.31,0.239041095890411,58.34,58.0,Satisfactory
Kanpur,2021-04-26,49.54,30.32,76.14,65.15,17.38,0.2366438356164384,49.01,76.0,Satisfactory
Kanpur,2021-04-27,90.02,87.1,107.8,128.16,33.35,0.2342465753424658,42.09,128.0,Moderate
Kanpur,2021-04-28,106.34,51.84,127.12,109.71,35.62,0.23184931506849318,44.26,127.0,Moderate
Kanpur,2021-04-29,105.86,30.15,108.53,82.24,28.64,0.22945205479452058,43.12,109.0,Moderate
Kanpur,2021-04-30,70.0,10.29,59.11,48.88,21.67,0.227054794520548,58.0,70.0,Satisfactory
Kanpur,2021-05-01,74.87,12.61,54.87,48.22,22.3,0.2246575342465754,49.78,75.0,Satisfactory
Kanpur,2021-05-02,54.62,3.03,33.71,20.35,18.66,0.22226027397260278,36.09,55.0,Satisfactory
Kanpur,2021-05-03,39.21,18.29,44.31,38.41,23.04,0.21986301369863018,27.68,44.0,Good
Kanpur,2021-05-04,36.86,15.67,43.11,35.54,18.15,0.21746575342465757,25.8,43.0,Good
Kanpur,2021-05-05,52.32,15.05,33.57,29.41,20.17,0.21506849315068496,78.53,79.0,Satisfactory
Kanpur,2021-05-06,56.12,3.32,34.14,20.79,20.25,0.21267123287671236,79.18,79.0,Satisfactory
Kanpur,2021-05-07,41.64,14.97,34.32,30.3,16.66,0.21027397260273978,47.15,47.0,Good
Kanpur,2021-05-08,45.59,15.47,34.5,30.93,17.88,0.20787671232876717,60.2,60.0,Satisfactory
Kanpur,2021-05-09,43.67,3.93,37.91,23.18,16.23,0.20547945205479456,64.45,64.0,Satisfactory
Kanpur,2021-05-10,41.86,18.47,33.26,32.32,15.38,0.20308219178082196,66.44,66.0,Satisfactory
Kanpur,2021-05-11,35.52,4.03,38.96,23.93,20.37,0.20068493150684935,63.27,63.0,Satisfactory
Kanpur,2021-05-12,46.04,4.06,33.1,20.74,17.44,0.19828767123287677,64.92,65.0,Satisfactory
Kanpur,2021-05-13,22.83,4.24,30.97,19.8,15.45,0.19589041095890414,54.69,55.0,Satisfactory
Kanpur,2021-05-14,38.5,4.32,42.55,26.13,16.68,0.19349315068493156,56.7,57.0,Satisfactory
Kanpur,2021-05-15,57.52,15.64,45.7,37.01,18.62,0.19109589041095892,49.67,58.0,Satisfactory
Kanpur,2021-05-16,57.43,5.06,49.2,30.07,17.43,0.18869863013698635,60.62,61.0,Satisfactory
Kanpur,2021-05-17,41.12,4.32,36.79,22.91,16.47,0.18630136986301377,44.43,44.0,Good
Kanpur,2021-05-18,32.73,4.68,37.3,23.42,15.8,0.18390410958904113,36.7,37.0,Good
Kanpur,2021-05-19,33.8,21.14,30.53,33.31,16.01,0.18150684931506855,18.58,34.0,Good
Kanpur,2021-05-20,23.81,4.97,34.57,22.23,14.92,0.17910958904109592,23.16,35.0,Good
Kanpur,2021-05-21,32.13,4.86,43.19,26.73,19.82,0.17671232876712334,30.01,43.0,Good
Kanpur,2021-05-22,35.82,16.61,40.05,34.76,17.41,0.1743150684931507,42.53,43.0,Good
Kanpur,2021-05-23,39.68,3.98,41.56,25.08,15.92,0.17191780821917813,57.12,57.0,Satisfactory
Kanpur,2021-05-24,56.0,4.31,41.26,25.38,21.6,0.16952054794520555,56.73,57.0,Satisfactory
Kanpur,2021-05-25,34.69,7.23,41.92,40.14,17.66,0.1671232876712329,66.81,67.0,Satisfactory
Kanpur,2021-05-26,29.03,4.3,37.52,23.21,16.01,0.16472602739726033,47.75,48.0,Good
Kanpur,2021-05-27,26.69,4.79,27.85,18.39,15.03,0.1623287671232877,39.53,40.0,Good
Kanpur,2021-05-28,13.4,5.44,26.63,18.48,14.7,0.15993150684931512,40.16,40.0,Good
Kanpur,2021-05-29,10.09,4.65,21.61,15.2,13.51,0.15753424657534254,44.91,45.0,Good
Kanpur,2021-05-30,27.39,4.01,27.67,17.84,14.6,0.1551369863013699,42.95,43.0,Good
Kanpur,2021-05-31,44.77,21.44,55.99,46.95,18.65,0.15273972602739733,39.33,56.0,Satisfactory
Kanpur,2021-06-01,49.52,20.49,39.06,37.0,14.82,0.1503424657534247,43.53,50.0,Good
Kanpur,2021-06-02,37.19,5.18,49.33,30.38,19.71,0.1479452054794521,49.5,50.0,Good
Kanpur,2021-06-03,34.75,4.55,48.28,29.22,17.07,0.14554794520547948,52.77,53.0,Satisfactory
Kanpur,2021-06-04,48.9,15.15,57.08,41.35,18.43,0.1431506849315069,52.11,57.0,Satisfactory
Kanpur,2021-06-05,30.96,3.79,55.7,29.5,14.25,0.14075342465753432,24.5,56.0,Satisfactory
Kanpur,2021-06-06,27.86,3.66,45.76,26.99,14.2,0.13835616438356169,36.98,46.0,Good
Kanpur,2021-06-07,50.77,4.77,71.82,40.6,27.65,0.1359589041095891,24.16,72.0,Satisfactory
Kanpur,2021-06-08,44.56,10.15,78.63,49.88,11.71,0.13356164383561647,22.13,79.0,Satisfactory
Kanpur,2021-06-09,29.21,5.04,53.83,32.5,15.15,0.1311643835616439,26.12,54.0,Satisfactory
Kanpur,2021-06-10,22.54,4.18,36.61,22.1,9.0,0.12876712328767126,36.29,37.0,Good
Kanpur,2021-06-11,42.17,4.19,44.73,26.86,10.72,0.12636986301369868,33.19,45.0,Good
Kanpur,2021-06-12,27.51,6.13,49.84,31.49,13.32,0.1239726027397261,19.23,50.0,Good
Kanpur,2021-06-13,8.93,4.73,43.03,26.54,15.33,0.12157534246575347,18.66,43.0,Good
Kanpur,2021-06-14,8.71,6.4,44.82,28.94,14.28,0.11917808219178089,10.81,45.0,Good
Kanpur,2021-06-15,12.83,5.43,42.39,26.97,13.55,0.11678082191780825,15.13,42.0,Good
Kanpur,2021-06-16,31.14,4.16,36.68,22.36,9.61,0.11438356164383567,46.66,47.0,Good
Kanpur,2021-06-17,22.93,4.03,28.98,18.43,9.55,0.1119863013698631,51.89,52.0,Satisfactory
Kanpur,2021-06-18,19.41,4.18,36.49,22.45,10.3,0.10958904109589046,60.18,60.0,Satisfactory
Kanpur,2021-06-19,15.64,4.93,30.71,20.29,10.02,0.10719178082191788,38.97,39.0,Good
Kanpur,2021-06-20,35.1,5.91,39.74,25.87,11.07,0.10479452054794525,17.65,40.0,Good
Kanpur,2021-06-21,36.16,8.03,46.8,31.35,9.89,0.10239726027397267,17.13,47.0,Good
Kanpur,2021-06-22,35.58,5.85,46.08,29.26,11.97,0.1,16.71,46.0,Good
Kanpur,2021-06-23,37.83,18.88,33.17,35.54,10.05,0.11179104477611941,32.19,38.0,Good
Kanpur,2021-06-24,39.25,23.91,27.29,33.75,9.47,0.12358208955223882,53.25,53.0,Satisfactory
