City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Kanpur,2018-01-01,221.8,6.73,55.1,35.54,2.28,3.61,18.8,222.0,Poor
Kanpur,2018-01-02,282.3,44.08,70.23,74.79,2.08,6.25,20.26,282.0,Poor
Kanpur,2018-01-03,217.06,15.64,75.45,54.0,3.36,4.24,13.93,217.0,Poor
Kanpur,2018-01-04,358.67,53.87,78.38,87.35,2.4,7.07,18.16,359.0,Very Poor
Kanpur,2018-01-05,274.18,15.79,68.27,50.2,2.58,3.72,17.08,274.0,Poor
Kanpur,2018-01-06,298.33,73.35,109.9,153.01,2.27,9.23,17.04,298.0,Poor
Kanpur,2018-01-07,312.57,47.37,122.85,106.22,4.37,8.4,12.99,313.0,Very Poor
Kanpur,2018-01-08,255.85,81.78,101.01,123.71,2.89,8.29,22.44,256.0,Poor
Kanpur,2018-01-09,310.46,48.09,80.41,83.61,3.37,5.56,16.85,310.0,Very Poor
Kanpur,2018-01-10,322.72,41.99,101.37,89.98,3.88,11.02,18.0,323.0,Very Poor
Kanpur,2018-01-11,325.14,86.6,96.93,145.55,2.12,10.7,17.17,325.0,Very Poor
Kanpur,2018-01-12,316.85,20.16,81.61,61.1,3.42,4.94,17.04,317.0,Very Poor
Kanpur,2018-01-13,395.91,82.1,96.42,149.61,2.35,15.54,16.43,396.0,Very Poor
Kanpur,2018-01-14,396.35,117.6,127.48,166.89,2.67,16.9,14.32,396.0,Very Poor
Kanpur,2018-01-15,184.34,21.98,101.91,73.63,2.73,9.15,18.42,184.0,Moderate
Kanpur,2018-01-16,224.89,57.0,96.17,99.53,2.28,10.95,22.24,225.0,Poor
Kanpur,2018-01-17,233.11,20.55,84.6,63.04,2.85,5.52,20.21,233.0,Poor
Kanpur,2018-01-18,291.89,90.77,96.34,127.76,2.42,13.13,21.44,292.0,Poor
Kanpur,2018-01-19,245.11,93.19,124.78,145.23,3.26,13.49,13.36,245.0,Poor
Kanpur,2018-01-20,150.26,27.22,102.43,78.24,2.33,7.25,16.75,150.0,Moderate
Kanpur,2018-01-21,183.97,42.27,95.46,87.0,2.89,10.96,23.63,184.0,Moderate
Kanpur,2018-01-22,264.52,75.05,113.39,123.91,2.04,10.08,18.89,265.0,Poor
Kanpur,2018-01-23,176.33,15.54,89.64,61.61,1.96,5.57,22.15,176.0,Moderate
Kanpur,2018-01-24,128.44,9.07,66.44,43.64,1.74,5.77,21.93,128.0,Moderate
Kanpur,2018-01-25,202.26,12.07,69.3,47.69,2.2,8.51,18.17,202.0,Poor
Kanpur,2018-01-26,230.51,30.99,83.82,71.27,3.02,11.44,19.53,231.0,Poor
Kanpur,2018-01-27,223.96,18.55,76.85,57.18,3.23,7.49,18.39,224.0,Poor
Kanpur,2018-01-28,242.29,41.78,99.81,88.91,3.63,8.99,18.65,242.0,Poor
Kanpur,2018-01-29,241.26,39.56,101.13,87.79,2.81,10.84,18.12,241.0,Poor
Kanpur,2018-01-30,111.72,6.89,65.48,41.32,1.8,7.08,26.35,112.0,Moderate
Kanpur,2018-01-31,83.21,8.81,62.9,41.51,1.56,7.04,25.62,83.0,Satisfactory
Kanpur,2018-02-01,83.9,10.81,70.95,47.53,1.84,7.29,26.08,84.0,Satisfactory
Kanpur,2018-02-02,127.32,65.23,98.74,107.85,1.76,17.39,20.84,127.0,Moderate
Kanpur,2018-02-03,138.79,23.85,111.65,80.49,3.3,7.86,17.37,139.0,Moderate
Kanpur,2018-02-04,95.88,5.87,65.09,40.23,1.64,6.45,28.36,96.0,Satisfactory
Kanpur,2018-02-05,108.41,9.87,72.45,47.55,1.98,7.69,30.63,108.0,Moderate
Kanpur,2018-02-06,112.89,6.4,63.33,39.71,1.69,7.99,32.31,113.0,Moderate
Kanpur,2018-02-07,107.89,5.85,58.35,36.56,1.49,11.13,35.0,108.0,Moderate
Kanpur,2018-02-08,88.8,11.75,75.89,51.01,1.82,7.68,31.17,89.0,Satisfactory
Kanpur,2018-02-09,86.63,8.99,73.86,47.61,1.92,7.46,37.35,87.0,Satisfactory
Kanpur,2018-02-10,91.49,73.27,90.5,110.11,1.84,11.93,26.35,110.0,Moderate
Kanpur,2018-02-11,127.15,44.8,96.76,89.02,2.41,10.12,19.93,127.0,Moderate
Kanpur,2018-02-12,87.65,4.94,43.56,27.76,1.02,5.61,32.21,88.0,Satisfactory
Kanpur,2018-02-13,67.67,6.38,41.09,27.6,1.25,5.25,34.98,68.0,Satisfactory
Kanpur,2018-02-14,53.58,5.2,43.61,28.01,1.3,5.02,38.02,54.0,Satisfactory
Kanpur,2018-02-15,57.22,8.41,57.41,38.19,1.33,5.49,38.37,57.0,Satisfactory
Kanpur,2018-02-16,81.64,6.25,59.93,37.75,1.73,7.88,37.96,82.0,Satisfactory
Kanpur,2018-02-17,92.08,16.87,79.36,57.12,2.16,10.84,30.69,92.0,Satisfactory
Kanpur,2018-02-18,94.2,19.15,88.01,63.72,2.42,11.78,30.34,94.0,Satisfactory
Kanpur,2018-02-19,79.81,11.5,80.85,53.48,1.99,7.59,35.07,81.0,Satisfactory
Kanpur,2018-02-20,137.03,83.45,111.26,129.72,1.68,21.12,29.23,137.0,Moderate
Kanpur,2018-02-21,146.44,123.23,141.96,179.44,2.09,15.88,17.91,179.0,Moderate
Kanpur,2018-02-22,111.2,38.49,112.82,93.25,3.91,12.2,18.17,113.0,Moderate
Kanpur,2018-02-23,108.98,27.35,93.66,73.59,3.29,11.02,20.26,109.0,Moderate
Kanpur,2018-02-24,78.68,7.09,62.26,39.71,1.79,10.29,26.75,79.0,Satisfactory
Kanpur,2018-02-25,124.34,8.31,52.68,35.52,2.09,8.13,22.6,124.0,Moderate
Kanpur,2018-02-26,59.84,6.52,46.49,30.68,1.44,6.48,22.76,60.0,Satisfactory
Kanpur,2018-02-27,58.62,11.74,56.66,40.53,1.79,10.36,25.59,59.0,Satisfactory
Kanpur,2018-02-28,83.44,37.47,64.0,65.91,2.93,9.97,24.77,83.0,Satisfactory
Kanpur,2018-03-01,87.93,26.39,79.49,65.09,3.15,8.66,18.4,88.0,Satisfactory
Kanpur,2018-03-02,135.16,5.19,51.24,32.14,3.36,8.9,24.97,135.0,Moderate
Kanpur,2018-03-03,68.95,15.12,49.32,39.35,2.45,8.42,25.52,69.0,Satisfactory
Kanpur,2018-03-04,102.0,5.35,59.32,35.4,3.52,7.77,18.85,102.0,Moderate
Kanpur,2018-03-05,36.19,12.39,52.0,39.19,2.0,6.94,25.3,52.0,Satisfactory
Kanpur,2018-03-06,44.47,6.32,44.11,29.19,1.29,6.32,34.01,44.0,Good
Kanpur,2018-03-07,46.77,12.82,54.59,40.32,1.88,7.74,33.62,55.0,Satisfactory
Kanpur,2018-03-08,64.9,9.94,57.37,39.4,1.76,9.85,36.73,65.0,Satisfactory
Kanpur,2018-03-09,78.65,14.03,67.49,48.32,2.07,15.93,29.15,79.0,Satisfactory
Kanpur,2018-03-10,63.23,19.01,68.47,52.98,2.31,14.16,26.6,68.0,Satisfactory
Kanpur,2018-03-11,60.32,28.19,60.54,56.29,2.29,15.86,25.64,61.0,Satisfactory
Kanpur,2018-03-12,72.59,23.94,68.62,57.15,2.28,28.1,26.91,73.0,Satisfactory
Kanpur,2018-03-13,90.24,74.24,78.84,104.72,2.04,31.83,23.63,105.0,Moderate
Kanpur,2018-03-14,88.78,48.55,79.14,83.3,2.79,11.67,22.46,89.0,Satisfactory
Kanpur,2018-03-15,69.44,14.82,59.16,44.45,1.77,8.67,23.04,69.0,Satisfactory
Kanpur,2018-03-16,59.26,7.67,47.61,32.24,1.46,8.41,28.54,59.0,Satisfactory
Kanpur,2018-03-17,60.85,12.64,57.2,41.58,1.76,14.89,26.92,61.0,Satisfactory
Kanpur,2018-03-18,43.28,7.42,49.72,33.15,1.58,6.95,32.4,50.0,Good
Kanpur,2018-03-19,84.95,19.63,72.77,55.86,2.45,22.86,29.19,85.0,Satisfactory
Kanpur,2018-03-20,67.82,48.4,62.83,74.33,2.12,21.0,28.91,74.0,Satisfactory
Kanpur,2018-03-21,115.15,66.5,76.05,96.47,3.09,25.06,20.76,115.0,Moderate
Kanpur,2018-03-22,61.31,12.61,54.06,39.84,1.53,9.68,28.83,61.0,Satisfactory
Kanpur,2018-03-23,57.87,8.57,50.02,34.3,1.41,8.27,32.07,58.0,Satisfactory
Kanpur,2018-03-24,51.23,7.01,51.43,33.75,1.4,8.12,37.47,51.0,Satisfactory
Kanpur,2018-03-25,43.59,6.56,47.2,31.1,1.42,6.6,37.8,47.0,Good
Kanpur,2018-03-26,47.87,11.37,57.97,40.96,1.72,8.4,35.72,58.0,Satisfactory
Kanpur,2018-03-27,62.76,35.46,66.0,65.32,2.61,19.13,30.65,66.0,Satisfactory
Kanpur,2018-03-28,80.46,86.8,86.01,118.75,2.37,16.38,21.56,119.0,Moderate
Kanpur,2018-03-29,65.9,43.73,66.9,72.69,2.63,16.93,28.69,73.0,Satisfactory
Kanpur,2018-03-30,68.18,13.55,62.24,45.06,1.55,8.59,30.62,68.0,Satisfactory
Kanpur,2018-03-31,40.78,4.56,31.48,20.89,0.86,6.44,46.3,46.0,Good
Kanpur,2018-04-01,53.97,4.48,33.3,21.82,1.02,5.62,42.96,54.0,Satisfactory
Kanpur,2018-04-02,74.66,5.02,41.55,26.69,1.31,7.56,42.39,75.0,Satisfactory
Kanpur,2018-04-03,60.25,16.13,53.63,42.53,2.26,9.71,42.46,60.0,Satisfactory
Kanpur,2018-04-04,76.46,39.28,67.85,69.47,1.46,11.51,38.53,76.0,Satisfactory
Kanpur,2018-04-05,51.11,6.28,45.62,30.02,1.65,7.17,37.63,51.0,Satisfactory
Kanpur,2018-04-06,58.31,5.84,39.82,26.5,1.36,9.12,34.05,58.0,Satisfactory
Kanpur,2018-04-07,42.24,23.21,36.46,39.0,1.03,5.67,35.57,42.0,Good
Kanpur,2018-04-08,33.53,4.59,38.12,24.44,1.38,5.26,42.59,43.0,Good
Kanpur,2018-04-09,58.82,12.4,45.1,34.69,1.64,6.6,38.7,59.0,Satisfactory
Kanpur,2018-04-10,46.06,30.66,63.02,59.3,2.42,7.31,30.0,63.0,Satisfactory
Kanpur,2018-04-11,44.89,13.93,57.2,42.35,1.87,6.26,33.76,57.0,Satisfactory
Kanpur,2018-04-12,29.9,21.65,62.01,51.64,2.13,7.05,27.22,62.0,Satisfactory
Kanpur,2018-04-13,54.76,13.16,69.53,52.01,2.24,14.76,35.03,70.0,Satisfactory
Kanpur,2018-04-14,49.04,31.84,73.79,66.25,2.75,16.32,32.13,74.0,Satisfactory
Kanpur,2018-04-15,86.18,72.47,93.25,110.8,1.68,32.3,29.48,111.0,Moderate
Kanpur,2018-04-16,61.48,59.23,82.13,93.72,2.16,13.78,26.49,94.0,Satisfactory
Kanpur,2018-04-17,59.9,21.19,76.76,59.23,2.86,10.38,32.39,77.0,Satisfactory
Kanpur,2018-04-18,42.15,31.05,70.49,64.06,2.26,9.13,28.02,70.0,Satisfactory
Kanpur,2018-04-19,66.23,73.69,80.44,104.34,1.75,18.29,24.8,104.0,Moderate
Kanpur,2018-04-20,76.15,68.49,82.78,101.79,2.5,11.0,21.28,102.0,Moderate
Kanpur,2018-04-21,42.56,12.61,52.87,39.1,1.74,5.24,29.61,53.0,Satisfactory
Kanpur,2018-04-22,44.36,14.48,55.56,42.21,2.22,5.8,36.92,56.0,Satisfactory
Kanpur,2018-04-23,44.0,26.67,77.95,64.44,2.91,13.72,35.43,78.0,Satisfactory
Kanpur,2018-04-24,64.79,40.71,91.67,83.48,2.0,25.32,30.41,92.0,Satisfactory
Kanpur,2018-04-25,52.46,98.88,101.06,137.01,2.25,20.41,27.49,137.0,Moderate
Kanpur,2018-04-26,21.44,19.44,73.2,55.9,2.19,8.12,34.26,73.0,Satisfactory
Kanpur,2018-04-27,61.35,8.24,44.92,30.98,1.46,6.87,37.63,61.0,Satisfactory
Kanpur,2018-04-28,60.36,4.12,43.28,26.73,1.5,8.04,40.94,60.0,Satisfactory
Kanpur,2018-04-29,67.79,10.09,57.73,39.68,2.16,8.57,32.83,68.0,Satisfactory
Kanpur,2018-04-30,47.18,3.8,35.72,22.57,1.15,5.85,44.62,47.0,Good
Kanpur,2018-05-01,41.32,4.24,34.49,22.14,1.13,6.18,38.95,41.0,Good
Kanpur,2018-05-02,48.52,4.08,35.34,22.52,1.7,6.53,38.48,49.0,Good
Kanpur,2018-05-03,28.14,13.99,36.58,31.4,1.34,4.61,33.49,37.0,Good
Kanpur,2018-05-04,43.04,11.69,40.24,31.53,1.43,6.6,41.53,43.0,Good
Kanpur,2018-05-05,76.39,29.96,68.44,62.04,1.69,10.57,27.23,76.0,Satisfactory
Kanpur,2018-05-06,60.41,3.81,48.11,29.17,1.62,6.37,40.56,60.0,Satisfactory
Kanpur,2018-05-07,59.03,33.89,76.41,69.58,2.4,9.83,28.67,76.0,Satisfactory
Kanpur,2018-05-08,60.81,21.34,70.23,55.87,2.27,9.63,27.93,70.0,Satisfactory
Kanpur,2018-05-09,50.72,8.64,44.45,31.17,1.36,5.72,35.99,51.0,Satisfactory
Kanpur,2018-05-10,44.51,5.82,55.39,34.91,1.74,8.53,37.69,55.0,Satisfactory
Kanpur,2018-05-11,98.52,26.98,80.37,66.06,2.27,17.25,39.08,99.0,Satisfactory
Kanpur,2018-05-12,86.59,3.96,44.4,27.34,1.48,7.93,46.57,87.0,Satisfactory
Kanpur,2018-05-13,61.71,3.67,31.32,19.93,0.83,6.01,44.23,62.0,Satisfactory
Kanpur,2018-05-14,36.7,9.82,33.88,26.36,1.03,6.78,44.77,45.0,Good
Kanpur,2018-05-15,50.23,12.38,47.77,36.19,1.59,6.43,41.09,50.0,Good
Kanpur,2018-05-16,62.61,10.91,56.84,39.9,1.98,7.18,37.94,63.0,Satisfactory
Kanpur,2018-05-17,78.23,14.13,54.47,40.91,1.73,8.12,36.93,78.0,Satisfactory
Kanpur,2018-05-18,81.48,16.01,44.07,36.97,1.58,6.79,38.07,81.0,Satisfactory
Kanpur,2018-05-19,83.12,10.64,47.65,34.35,1.58,7.08,44.24,83.0,Satisfactory
Kanpur,2018-05-20,92.85,10.4,58.14,40.19,1.59,8.46,41.2,93.0,Satisfactory
Kanpur,2018-05-21,113.34,5.96,64.49,40.25,2.22,15.85,34.9,113.0,Moderate
Kanpur,2018-05-22,83.39,47.78,99.32,99.54,2.69,9.74,33.5,100.0,Satisfactory
Kanpur,2018-05-23,107.93,20.73,68.43,54.33,2.07,9.11,35.82,108.0,Moderate
Kanpur,2018-05-24,99.11,4.97,51.01,31.48,1.17,5.82,31.75,99.0,Satisfactory
Kanpur,2018-05-25,61.18,36.0,83.03,80.82,2.39,14.18,32.53,83.0,Satisfactory
Kanpur,2018-05-26,116.88,46.08,94.98,89.82,2.88,20.45,32.11,117.0,Moderate
Kanpur,2018-05-27,92.91,4.64,54.24,33.27,1.62,8.47,48.76,93.0,Satisfactory
Kanpur,2018-05-28,90.06,4.79,47.7,29.88,1.57,9.56,38.65,90.0,Satisfactory
Kanpur,2018-05-29,66.45,4.5,35.61,31.64,1.05,6.5,44.43,66.0,Satisfactory
Kanpur,2018-05-30,60.66,4.51,35.18,22.67,1.41,6.01,40.52,61.0,Satisfactory
Kanpur,2018-05-31,72.62,4.88,38.61,24.98,1.39,7.56,39.99,73.0,Satisfactory
Kanpur,2018-06-01,46.29,5.2,30.82,21.07,0.92,5.95,39.48,46.0,Good
Kanpur,2018-06-02,54.93,4.9,37.52,24.31,1.03,6.33,37.39,55.0,Satisfactory
Kanpur,2018-06-03,57.98,4.86,38.33,24.86,1.16,7.32,34.66,58.0,Satisfactory
Kanpur,2018-06-04,63.35,9.81,38.86,28.97,1.37,6.64,36.21,63.0,Satisfactory
Kanpur,2018-06-05,67.66,5.25,33.96,22.81,1.29,6.88,39.72,68.0,Satisfactory
Kanpur,2018-06-06,66.57,6.11,33.03,23.02,1.27,5.99,32.96,67.0,Satisfactory
Kanpur,2018-06-07,68.89,6.27,38.55,26.11,1.39,8.22,34.54,69.0,Satisfactory
Kanpur,2018-06-08,57.35,5.78,29.08,20.59,1.17,5.99,37.76,57.0,Satisfactory
Kanpur,2018-06-09,54.55,10.09,31.55,25.41,1.41,6.37,38.57,55.0,Satisfactory
Kanpur,2018-06-10,43.57,5.88,30.2,21.22,1.25,7.51,38.18,44.0,Good
Kanpur,2018-06-11,53.19,12.25,46.8,35.59,2.05,10.06,33.28,53.0,Satisfactory
Kanpur,2018-06-12,65.72,9.45,49.97,34.99,1.79,16.52,25.48,66.0,Satisfactory
Kanpur,2018-06-13,55.79,7.62,43.22,30.02,1.13,6.17,30.39,56.0,Satisfactory
Kanpur,2018-06-14,75.85,45.79,71.51,77.33,3.2,16.31,16.11,77.0,Satisfactory
Kanpur,2018-06-15,65.6,22.19,52.74,47.07,1.85,21.82,19.29,66.0,Satisfactory
Kanpur,2018-06-16,62.81,26.43,48.47,47.87,1.49,14.72,19.3,63.0,Satisfactory
Kanpur,2018-06-17,67.59,7.79,37.83,26.98,1.09,15.38,24.74,68.0,Satisfactory
Kanpur,2018-06-18,63.61,16.82,46.57,39.08,1.79,10.76,24.35,64.0,Satisfactory
Kanpur,2018-06-19,57.06,25.15,57.96,51.94,2.95,8.39,27.75,58.0,Satisfactory
Kanpur,2018-06-20,67.26,19.81,67.67,52.11,2.89,10.29,27.85,68.0,Satisfactory
Kanpur,2018-06-21,67.3,34.85,68.93,64.71,2.69,8.93,27.06,69.0,Satisfactory
Kanpur,2018-06-22,74.62,24.12,59.54,51.28,2.62,9.16,29.88,75.0,Satisfactory
Kanpur,2018-06-23,54.1,11.27,59.29,40.66,2.05,10.49,34.36,59.0,Satisfactory
Kanpur,2018-06-24,54.19,13.3,50.07,37.45,1.85,11.73,33.05,54.0,Satisfactory
Kanpur,2018-06-25,58.04,6.88,49.51,31.93,1.61,13.78,32.69,58.0,Satisfactory
Kanpur,2018-06-26,43.65,6.04,36.86,24.45,1.36,8.24,37.53,44.0,Good
Kanpur,2018-06-27,34.94,5.91,30.97,21.27,1.25,6.44,37.21,37.0,Good
Kanpur,2018-06-28,25.23,11.11,36.54,19.29,1.06,5.56,22.31,37.0,Good
Kanpur,2018-06-29,35.67,17.63,33.33,40.45,0.62,5.75,22.58,40.0,Good
Kanpur,2018-06-30,34.97,15.49,40.63,33.4,1.32,12.69,15.07,41.0,Good
Kanpur,2018-07-01,54.1,3.66,46.65,27.79,1.69,11.07,10.58,54.0,Satisfactory
Kanpur,2018-07-02,46.02,9.34,50.22,34.3,1.9,13.09,11.42,50.0,Good
Kanpur,2018-07-03,37.98,6.45,40.6,26.85,1.74,9.54,11.94,41.0,Good
Kanpur,2018-07-04,22.93,11.56,37.44,29.31,1.3,5.22,15.76,37.0,Good
Kanpur,2018-07-05,26.88,7.12,48.18,31.41,1.58,8.86,16.36,48.0,Good
Kanpur,2018-07-06,41.69,18.67,48.32,40.82,1.8,8.68,22.34,48.0,Good
Kanpur,2018-07-07,61.51,3.45,48.0,28.34,1.45,7.78,28.46,62.0,Satisfactory
Kanpur,2018-07-08,52.93,2.93,35.17,21.09,1.22,7.03,27.74,53.0,Satisfactory
Kanpur,2018-07-09,32.59,3.21,33.26,20.3,1.03,5.94,20.95,33.0,Good
Kanpur,2018-07-10,29.5,2.97,31.56,19.21,1.17,6.4,21.21,32.0,Good
Kanpur,2018-07-11,30.89,10.46,43.56,31.68,1.99,7.71,13.18,44.0,Good
Kanpur,2018-07-12,28.72,6.47,32.67,22.63,1.79,6.08,5.18,33.0,Good
Kanpur,2018-07-13,24.59,5.13,34.95,22.76,1.8,5.49,4.33,35.0,Good
Kanpur,2018-07-14,24.28,4.94,27.81,18.81,1.82,6.65,12.91,28.0,Good
Kanpur,2018-07-15,28.59,3.86,20.71,14.15,1.69,5.73,17.65,29.0,Good
Kanpur,2018-07-16,27.57,4.34,44.99,27.46,1.64,3.9,17.99,45.0,Good
Kanpur,2018-07-17,20.83,11.1,35.09,27.68,1.14,7.24,16.18,35.0,Good
Kanpur,2018-07-18,28.9,3.43,37.76,22.87,1.53,5.32,16.73,38.0,Good
Kanpur,2018-07-19,30.53,3.04,32.62,19.83,1.77,4.57,15.75,33.0,Good
Kanpur,2018-07-20,32.67,3.83,38.03,23.34,1.51,4.75,13.3,38.0,Good
Kanpur,2018-07-21,31.33,4.31,35.99,22.66,1.78,4.41,11.55,36.0,Good
Kanpur,2018-07-22,20.52,3.81,31.51,19.85,1.37,4.12,15.84,32.0,Good
Kanpur,2018-07-23,21.85,4.18,30.95,19.87,1.66,4.88,11.91,31.0,Good
Kanpur,2018-07-24,27.57,4.94,25.2,17.42,2.06,4.97,11.54,28.0,Good
Kanpur,2018-07-25,21.03,8.36,27.1,21.22,2.44,5.98,7.78,27.0,Good
Kanpur,2018-07-26,20.27,9.0,41.44,29.36,1.99,4.97,12.91,41.0,Good
Kanpur,2018-07-27,40.7,5.2,29.89,20.13,1.87,4.39,9.13,41.0,Good
Kanpur,2018-07-28,40.28,14.04,32.7,28.82,2.57,6.72,13.25,40.0,Good
Kanpur,2018-07-29,44.89,6.88,27.48,20.22,2.64,6.36,8.4,45.0,Good
Kanpur,2018-07-30,19.44,4.81,36.03,23.08,2.24,4.05,10.08,36.0,Good
Kanpur,2018-07-31,28.57,8.12,40.72,28.26,2.34,5.3,21.24,41.0,Good
Kanpur,2018-08-01,40.02,27.53,39.46,43.36,2.64,6.32,19.63,43.0,Good
Kanpur,2018-08-02,55.59,18.15,39.67,35.85,3.51,6.39,18.97,56.0,Satisfactory
Kanpur,2018-08-03,57.48,13.89,37.54,31.26,2.81,6.21,11.01,57.0,Satisfactory
Kanpur,2018-08-04,62.0,14.92,39.81,33.31,3.0,6.65,12.6,62.0,Satisfactory
Kanpur,2018-08-05,59.99,10.72,39.12,29.5,2.03,4.67,8.39,60.0,Satisfactory
Kanpur,2018-08-06,56.1,12.94,40.92,32.29,2.34,5.42,12.86,56.0,Satisfactory
Kanpur,2018-08-07,35.93,6.61,30.27,30.35,1.56,3.71,29.69,36.0,Good
Kanpur,2018-08-08,29.89,3.59,27.77,17.68,1.38,4.9,31.46,31.0,Good
Kanpur,2018-08-09,36.98,17.67,31.87,30.65,1.37,5.01,20.95,37.0,Good
Kanpur,2018-08-10,42.96,16.97,41.1,35.23,1.9,5.24,12.92,43.0,Good
Kanpur,2018-08-11,33.26,4.43,43.98,26.91,1.87,5.26,7.86,44.0,Good
Kanpur,2018-08-12,31.65,3.91,37.45,23.06,1.61,3.93,15.81,37.0,Good
Kanpur,2018-08-13,33.2,3.6,35.74,21.9,1.49,4.84,16.57,36.0,Good
Kanpur,2018-08-14,35.67,10.01,40.46,29.54,2.35,6.28,22.79,40.0,Good
Kanpur,2018-08-15,28.55,5.92,29.3,20.36,1.53,5.31,13.39,29.0,Good
Kanpur,2018-08-16,22.94,4.72,24.19,16.69,1.63,5.3,6.93,24.0,Good
Kanpur,2018-08-17,28.66,3.83,44.67,26.87,1.49,5.4,18.31,45.0,Good
Kanpur,2018-08-18,37.84,7.3,42.1,28.33,1.85,5.32,28.07,42.0,Good
Kanpur,2018-08-19,53.16,11.77,48.69,35.12,2.01,5.36,25.88,53.0,Satisfactory
Kanpur,2018-08-20,26.72,4.49,40.19,25.01,1.78,5.12,20.91,40.0,Good
Kanpur,2018-08-21,27.52,4.02,37.02,22.9,1.48,5.02,21.21,37.0,Good
Kanpur,2018-08-22,38.34,3.0,32.83,19.9,1.36,4.42,28.96,38.0,Good
Kanpur,2018-08-23,27.66,6.43,39.89,26.38,2.02,5.72,18.52,40.0,Good
Kanpur,2018-08-24,23.46,6.79,40.92,27.26,2.24,5.29,15.22,41.0,Good
Kanpur,2018-08-25,26.99,9.97,46.58,32.86,2.56,5.57,17.71,47.0,Good
Kanpur,2018-08-26,25.2,3.85,40.46,24.62,1.99,5.48,19.56,40.0,Good
Kanpur,2018-08-27,35.7,7.01,40.63,27.27,2.31,5.82,16.41,41.0,Good
Kanpur,2018-08-28,31.36,3.83,35.56,21.99,1.54,4.9,21.34,36.0,Good
Kanpur,2018-08-29,31.1,5.99,38.45,25.33,1.81,5.02,22.18,38.0,Good
Kanpur,2018-08-30,32.17,4.9,44.4,27.61,2.14,5.04,20.82,44.0,Good
Kanpur,2018-08-31,23.97,6.45,40.1,26.5,1.88,8.68,20.65,40.0,Good
Kanpur,2018-09-01,35.79,4.47,41.52,25.7,2.12,5.94,22.7,42.0,Good
Kanpur,2018-09-02,31.55,3.72,35.41,21.83,1.71,5.36,21.11,35.0,Good
Kanpur,2018-09-03,29.45,6.54,40.99,26.99,2.13,6.55,21.23,41.0,Good
Kanpur,2018-09-04,34.06,7.52,43.07,29.03,2.43,7.06,19.19,43.0,Good
Kanpur,2018-09-05,17.01,5.54,30.35,25.17,1.94,5.78,35.75,36.0,Good
Kanpur,2018-09-06,42.24,5.63,29.66,20.35,2.32,6.52,24.72,42.0,Good
Kanpur,2018-09-07,20.12,3.47,29.0,17.18,1.68,5.87,20.11,29.0,Good
Kanpur,2018-09-08,30.04,12.14,22.65,21.78,1.08,6.17,25.39,30.0,Good
Kanpur,2018-09-09,26.12,3.17,25.63,16.16,1.3,5.4,22.79,26.0,Good
Kanpur,2018-09-10,34.02,4.0,28.06,18.18,1.6,8.02,19.14,34.0,Good
Kanpur,2018-09-11,41.28,15.81,28.59,27.79,1.68,8.41,15.89,41.0,Good
Kanpur,2018-09-12,35.17,6.67,36.01,24.56,2.13,8.14,13.91,36.0,Good
Kanpur,2018-09-13,41.18,21.31,36.07,36.52,2.64,8.43,13.39,41.0,Good
Kanpur,2018-09-14,37.79,14.07,40.38,32.92,2.22,8.21,15.96,40.0,Good
Kanpur,2018-09-15,35.8,19.63,39.87,37.07,2.3,6.76,15.23,40.0,Good
Kanpur,2018-09-16,46.59,35.37,49.76,54.66,2.08,8.62,24.89,55.0,Satisfactory
Kanpur,2018-09-17,42.8,17.58,55.72,43.64,2.63,9.33,16.71,56.0,Satisfactory
Kanpur,2018-09-18,59.91,15.85,59.78,43.66,2.46,8.76,19.78,60.0,Satisfactory
Kanpur,2018-09-19,62.74,16.94,68.35,49.97,2.53,5.21,21.62,68.0,Satisfactory
Kanpur,2018-09-20,65.01,9.88,55.07,37.19,1.85,5.39,22.49,65.0,Satisfactory
Kanpur,2018-09-21,25.17,9.15,30.04,23.2,1.11,4.34,15.32,30.0,Good
Kanpur,2018-09-22,34.99,3.25,28.25,17.66,1.15,5.2,16.55,35.0,Good
Kanpur,2018-09-23,49.22,4.57,33.0,21.25,1.51,5.39,6.64,49.0,Good
Kanpur,2018-09-24,48.0,23.42,46.0,43.09,2.06,5.8,12.7,48.0,Good
Kanpur,2018-09-25,32.73,4.69,45.26,27.79,1.64,5.46,13.74,45.0,Good
Kanpur,2018-09-26,38.18,20.21,50.54,43.13,2.55,5.8,20.23,51.0,Satisfactory
Kanpur,2018-09-27,71.96,19.89,63.27,48.98,2.88,7.89,14.03,72.0,Satisfactory
Kanpur,2018-09-28,84.25,18.19,62.64,48.1,2.91,6.93,15.78,84.0,Satisfactory
Kanpur,2018-09-29,77.61,37.23,69.76,67.32,3.27,8.3,16.14,78.0,Satisfactory
Kanpur,2018-09-30,54.78,12.62,56.76,40.4,2.63,6.6,19.75,57.0,Satisfactory
Kanpur,2018-10-01,55.32,16.04,65.84,47.98,3.16,6.53,22.33,66.0,Satisfactory
Kanpur,2018-10-02,84.72,7.14,67.2,41.41,2.59,11.54,19.64,85.0,Satisfactory
Kanpur,2018-10-03,89.96,18.19,70.07,51.69,2.75,17.54,18.05,90.0,Satisfactory
Kanpur,2018-10-04,63.76,57.91,76.78,87.92,3.55,12.68,15.54,88.0,Satisfactory
